snapshot_id,collected_at_pt,sport,league,event_id,event_start_utc,venue,venue_city,venue_state,venue_indoor,latitude,longitude,weather_time_utc,source,observation_type,temperature_2m,apparent_temperature,relative_humidity_2m,precipitation_probability,precipitation,rain,snowfall,weather_code,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m
OPEN_METEO-FORECAST-401858450-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401858450,2026-09-19T19:30:00+00:00,Michigan Stadium,Ann Arbor,MI,False,42.27756,-83.74088,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,58.3,58.7,95,70,0.035,0.035,0.0,53,986.4,4.5,108,16.1
OPEN_METEO-FORECAST-401856797-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856797,2026-09-19T19:30:00+00:00,TQL Stadium,Cincinnati,OH,False,39.12711,-84.51439,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,87.2,95.3,51,17,0.0,0.0,0.0,0,985.5,1.1,233,2.5
OPEN_METEO-FORECAST-401858233-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401858233,2026-09-19T19:30:00+00:00,California Memorial Stadium,Berkeley,CA,False,37.87159,-122.27275,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,74.2,75.8,49,0,0.0,0.0,0.0,0,1008.2,4.3,264,3.1
OPEN_METEO-FORECAST-401860890-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401860890,2026-09-19T19:30:00+00:00,Martin Stadium,Pullman,WA,False,46.73127,-117.17962,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,72.1,69.2,34,0,0.0,0.0,0.0,0,935.1,5.6,272,5.1
OPEN_METEO-FORECAST-401866424-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401866424,2026-09-19T19:30:00+00:00,Warren McGuirk Alumni Stadium,Amherst,MA,False,42.97839,-78.79976,2026-09-19T19:00Z,OPEN_METEO_FORECAST,FORECAST,68.4,63.0,31,5,0.0,0.0,0.0,3,999.0,7.2,86,7.8
OPEN_METEO-FORECAST-401858449-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401858449,2026-09-19T20:00:00+00:00,"Memorial Stadium (Bloomington, IN)",Bloomington,IN,False,39.16533,-86.52639,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,89.7,95.6,48,15,0.0,0.0,0.0,1,986.8,4.0,308,5.1
OPEN_METEO-FORECAST-401858471-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401858471,2026-09-19T20:00:00+00:00,Kinnick Stadium,Iowa City,IA,False,41.66113,-91.53017,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,79.9,84.2,73,33,0.0,0.0,0.0,3,987.2,9.4,208,17.4
OPEN_METEO-FORECAST-401858231-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401858231,2026-09-19T20:00:00+00:00,Wallace Wade Stadium,Durham,NC,False,35.99403,-78.89862,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,82.0,84.0,51,17,0.0,0.0,0.0,2,1001.8,5.4,88,8.1
OPEN_METEO-FORECAST-401866422-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401866422,2026-09-19T20:00:00+00:00,Williams Stadium (VA),Lynchburg,VA,False,37.41375,-79.14225,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,83.1,84.6,43,9,0.0,0.0,0.0,2,994.0,4.9,114,4.3
OPEN_METEO-FORECAST-401867804-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401867804,2026-09-19T20:00:00+00:00,McLane Stadium,Waco,TX,False,31.54933,-97.14667,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,99.1,99.2,23,0,0.0,0.0,0.0,0,994.9,9.7,161,9.8
OPEN_METEO-FORECAST-401856691-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856691,2026-09-19T20:15:00+00:00,Williams-Brice Stadium,Columbia,SC,False,34.00071,-81.03481,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,87.6,93.6,55,64,0.008,0.0,0.0,51,1003.8,4.1,45,6.7
OPEN_METEO-FORECAST-401868317-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401868317,2026-09-19T20:30:00+00:00,Malone Stadium,Monroe,LA,False,32.50931,-92.1193,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,101.1,104.4,24,1,0.0,0.0,0.0,0,1010.0,4.3,168,5.6
OPEN_METEO-FORECAST-401862710-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401862710,2026-09-19T22:00:00+00:00,S.B. Ballard Stadium,Norfolk,VA,False,36.84681,-76.28522,2026-09-19T22:00Z,OPEN_METEO_FORECAST,FORECAST,78.0,78.2,58,2,0.0,0.0,0.0,0,1017.1,9.3,63,8.9
OPEN_METEO-FORECAST-401862771-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401862771,2026-09-19T22:00:00+00:00,Flagler Credit Union Stadium,Boca Raton,FL,False,26.35869,-80.0831,2026-09-19T22:00Z,OPEN_METEO_FORECAST,FORECAST,84.8,89.0,63,61,0.031,0.0,0.0,53,1011.4,9.9,85,8.7
OPEN_METEO-FORECAST-401864574-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401864574,2026-09-19T22:00:00+00:00,Kidd Brewer Stadium,Boone,NC,False,36.21679,-81.67455,2026-09-19T22:00Z,OPEN_METEO_FORECAST,FORECAST,69.6,73.6,86,49,0.0,0.0,0.0,3,906.0,4.0,142,5.4
OPEN_METEO-FORECAST-401871047-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401871047,2026-09-19T22:30:00+00:00,Robert W. Plaster Stadium,Springfield,MO,False,37.21533,-93.29824,2026-09-19T22:00Z,OPEN_METEO_FORECAST,FORECAST,97.7,93.9,21,0,0.0,0.0,0.0,3,965.4,10.1,201,11.0
OPEN_METEO-FORECAST-401856689-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856689,2026-09-19T23:00:00+00:00,Memorial Stadium,Columbia,MO,False,34.00071,-81.03481,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,84.4,88.6,59,64,0.0,0.0,0.0,1,1003.6,7.1,70,12.1
OPEN_METEO-FORECAST-401856687-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856687,2026-09-19T23:00:00+00:00,Jordan-Hare Stadium,Auburn,AL,False,42.93173,-76.56605,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,54.8,52.2,62,0,0.0,0.0,0.0,3,995.6,1.3,360,2.0
OPEN_METEO-FORECAST-401856800-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856800,2026-09-19T23:00:00+00:00,Acrisure Bounce House,Orlando,FL,False,28.53834,-81.37924,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,84.5,88.2,60,50,0.02,0.0,0.0,53,1008.7,8.9,80,10.1
OPEN_METEO-FORECAST-401856803-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856803,2026-09-19T23:00:00+00:00,Boone Pickens Stadium,Stillwater,OK,False,36.11561,-97.05837,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,100.9,96.7,24,2,0.0,0.0,0.0,0,974.7,15.5,175,19.5
OPEN_METEO-FORECAST-401861963-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401861963,2026-09-19T23:00:00+00:00,M. M. Roberts Stadium,Hattiesburg,MS,False,31.32712,-89.29034,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,88.7,92.3,45,1,0.0,0.0,0.0,3,1005.9,4.1,248,6.7
OPEN_METEO-FORECAST-401862772-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401862772,2026-09-19T23:00:00+00:00,Simmons Bank Liberty Stadium,Memphis,TN,False,35.14953,-90.04898,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,100.6,101.5,22,0,0.0,0.0,0.0,0,1000.9,1.6,98,4.0
OPEN_METEO-FORECAST-401862773-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401862773,2026-09-19T23:00:00+00:00,Rice Stadium,Houston,TX,False,29.76328,-95.36327,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,90.9,90.9,39,1,0.0,0.0,0.0,0,1010.7,10.2,126,11.2
OPEN_METEO-FORECAST-401862777-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401862777,2026-09-19T23:00:00+00:00,Raymond James Stadium,Tampa,FL,False,27.94752,-82.45843,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,87.9,92.4,50,52,0.0,0.0,0.0,2,1010.9,4.8,139,9.2
OPEN_METEO-FORECAST-401864443-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401864443,2026-09-19T23:00:00+00:00,"Johnny ""Red"" Floyd Stadium",Murfreesboro,TN,False,35.84562,-86.39027,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,90.2,95.5,47,11,0.0,0.0,0.0,0,990.5,2.8,76,4.0
OPEN_METEO-FORECAST-401866423-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401866423,2026-09-19T23:00:00+00:00,Hancock Whitney Stadium,Mobile,AL,False,30.69436,-88.04305,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,88.4,90.6,51,6,0.0,0.0,0.0,1,1012.2,11.2,177,11.2
OPEN_METEO-FORECAST-401869948-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401869948,2026-09-19T23:00:00+00:00,AmFirst Stadium,Jacksonville,AL,False,30.33218,-81.65565,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,85.2,86.5,50,9,0.0,0.0,0.0,3,1013.0,9.6,91,11.0
OPEN_METEO-FORECAST-401870764-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401870764,2026-09-19T23:00:00+00:00,Elliott T. Bowers Stadium,Huntsville,TX,False,34.7304,-86.58594,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,91.7,96.1,42,6,0.0,0.0,0.0,3,990.2,2.9,122,7.4
OPEN_METEO-FORECAST-401858452-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401858452,2026-09-19T23:15:00+00:00,"Memorial Stadium (Lincoln, NE)",Lincoln,NE,False,40.8,-96.66696,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,73.5,73.9,78,27,0.0,0.0,0.0,3,963.7,13.5,12,20.6
OPEN_METEO-FORECAST-401858459-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401858459,2026-09-19T23:15:00+00:00,Husky Stadium,Seattle,WA,False,47.60621,-122.33207,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,75.5,72.6,37,0,0.0,0.0,0.0,3,1009.5,5.2,350,2.5
OPEN_METEO-FORECAST-401858453-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401858453,2026-09-19T23:30:00+00:00,Notre Dame Stadium,Notre Dame,IN,False,41.70019,-86.23793,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,61.0,60.4,94,82,0.008,0.008,0.0,51,988.1,8.8,120,18.3
OPEN_METEO-FORECAST-401856688-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856688,2026-09-19T23:30:00+00:00,Vaught-Hemingway Stadium,Oxford,MS,False,34.3665,-89.51925,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,94.3,98.0,36,0,0.0,0.0,0.0,0,993.6,2.5,153,2.7
OPEN_METEO-FORECAST-401856795-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856795,2026-09-19T23:30:00+00:00,Canvas Stadium,Fort Collins,CO,False,40.58526,-105.08442,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,62.9,60.5,66,81,0.0,0.0,0.0,3,844.2,6.7,4,9.4
OPEN_METEO-FORECAST-401856690-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856690,2026-09-19T23:30:00+00:00,"Memorial Stadium (Norman, OK)",Norman,OK,False,35.22257,-97.43948,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,100.6,96.1,22,0,0.0,0.0,0.0,0,967.1,14.3,181,15.2
OPEN_METEO-FORECAST-401856802-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856802,2026-09-19T23:30:00+00:00,Bank of America Stadium,Charlotte,NC,False,35.22709,-80.84313,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,74.6,81.7,91,37,0.028,0.0,0.0,53,985.9,4.5,72,9.8
OPEN_METEO-FORECAST-401856796-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856796,2026-09-19T23:30:00+00:00,Northwestern Medicine Field at Martin Stadium,Evanston,IL,False,41.26828,-110.96324,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,62.4,50.4,26,36,0.0,0.0,0.0,0,798.3,17.6,263,19.7
OPEN_METEO-FORECAST-401858232-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401858232,2026-09-19T23:30:00+00:00,SECU Stadium,College Park,MD,False,38.98067,-76.93692,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,73.2,73.0,63,16,0.0,0.0,0.0,3,1015.9,8.4,110,15.0
OPEN_METEO-FORECAST-401856692-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,NCAA_Football,NCAA_Football,401856692,2026-09-19T23:45:00+00:00,Neyland Stadium,Knoxville,TN,False,35.96064,-83.92074,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,72.4,77.4,97,17,0.457,0.433,0.0,82,981.6,9.2,288,20.1
OPEN_METEO-FORECAST-401816992-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401816992,2026-09-19T00:10:00+00:00,Coors Field,Denver,Colorado,False,39.73915,-104.9847,2026-09-19T00:00Z,OPEN_METEO_FORECAST,FORECAST,73.7,70.1,39,29,0.0,0.0,0.0,3,842.0,6.8,352,11.4
OPEN_METEO-FORECAST-401816991-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401816991,2026-09-19T00:15:00+00:00,Busch Stadium,St. Louis,Missouri,False,38.62727,-90.19789,2026-09-19T00:00Z,OPEN_METEO_FORECAST,FORECAST,81.0,87.9,74,16,0.0,0.0,0.0,2,999.6,5.3,78,7.6
OPEN_METEO-FORECAST-401816994-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401816994,2026-09-19T01:38:00+00:00,Angel Stadium,Anaheim,California,False,33.83529,-117.9145,2026-09-19T02:00Z,OPEN_METEO_FORECAST,FORECAST,72.7,73.5,63,0,0.0,0.0,0.0,0,1009.6,5.6,236,8.3
OPEN_METEO-FORECAST-401816993-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401816993,2026-09-19T01:40:00+00:00,Petco Park,San Diego,California,False,32.71571,-117.16472,2026-09-19T02:00Z,OPEN_METEO_FORECAST,FORECAST,68.4,69.3,75,0,0.0,0.0,0.0,0,1014.6,5.9,317,10.1
OPEN_METEO-FORECAST-401816996-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401816996,2026-09-19T02:10:00+00:00,Dodger Stadium,Los Angeles,California,False,34.05223,-118.24368,2026-09-19T02:00Z,OPEN_METEO_FORECAST,FORECAST,69.1,69.7,72,0,0.0,0.0,0.0,0,1004.2,6.4,260,9.6
OPEN_METEO-FORECAST-401817001-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817001,2026-09-19T20:05:00+00:00,Oriole Park at Camden Yards,Baltimore,Maryland,False,39.29038,-76.61219,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,75.6,74.1,46,11,0.0,0.0,0.0,3,1015.6,6.1,100,8.5
OPEN_METEO-FORECAST-401817002-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817002,2026-09-19T20:10:00+00:00,Citi Field,Queens,New York,False,40.68149,-73.83652,2026-09-19T20:00Z,OPEN_METEO_FORECAST,FORECAST,71.7,67.1,32,0,0.0,0.0,0.0,2,1020.0,5.6,124,5.4
OPEN_METEO-FORECAST-401816997-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401816997,2026-09-19T22:10:00+00:00,Progressive Field,Cleveland,Ohio,False,41.4995,-81.69541,2026-09-19T22:00Z,OPEN_METEO_FORECAST,FORECAST,67.2,67.0,66,19,0.004,0.004,0.0,51,993.8,4.4,45,9.8
OPEN_METEO-FORECAST-401816999-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401816999,2026-09-19T22:40:00+00:00,Great American Ball Park,Cincinnati,Ohio,False,39.12711,-84.51439,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,75.9,80.8,81,17,0.012,0.0,0.0,51,983.5,6.8,17,9.2
OPEN_METEO-FORECAST-401817000-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817000,2026-09-19T22:40:00+00:00,PNC Park,Pittsburgh,Pennsylvania,False,40.44062,-79.99589,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,68.7,67.6,59,6,0.0,0.0,0.0,3,988.7,5.2,65,12.8
OPEN_METEO-FORECAST-401817004-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817004,2026-09-19T23:10:00+00:00,Rate Field,Chicago,Illinois,False,41.85003,-87.65005,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,65.1,67.0,95,85,0.008,0.008,0.0,51,992.8,7.0,140,19.9
OPEN_METEO-FORECAST-401817006-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817006,2026-09-19T23:15:00+00:00,Busch Stadium,St. Louis,Missouri,False,38.62727,-90.19789,2026-09-19T23:00Z,OPEN_METEO_FORECAST,FORECAST,88.7,90.1,38,2,0.0,0.0,0.0,3,994.4,4.5,81,6.5
OPEN_METEO-FORECAST-401817040-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817040,2026-09-23T00:40:00+00:00,Coors Field,Denver,Colorado,False,39.73915,-104.9847,2026-09-23T01:00Z,OPEN_METEO_FORECAST,FORECAST,64.3,61.2,62,32,0.0,0.0,0.0,2,836.8,8.1,141,1.6
OPEN_METEO-FORECAST-401817041-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817041,2026-09-23T01:40:00+00:00,Sutter Health Park,Sacramento,California,False,38.58157,-121.4944,2026-09-23T02:00Z,OPEN_METEO_FORECAST,FORECAST,82.2,79.6,34,0,0.0,0.0,0.0,0,1004.8,7.0,187,13.2
OPEN_METEO-FORECAST-401817043-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817043,2026-09-23T01:45:00+00:00,Oracle Park,San Francisco,California,False,37.77493,-122.41942,2026-09-23T02:00Z,OPEN_METEO_FORECAST,FORECAST,64.9,64.0,72,0,0.0,0.0,0.0,2,1008.2,6.3,264,6.7
OPEN_METEO-FORECAST-401817044-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817044,2026-09-23T02:10:00+00:00,Dodger Stadium,Los Angeles,California,False,34.05223,-118.24368,2026-09-23T02:00Z,OPEN_METEO_FORECAST,FORECAST,73.8,74.8,66,0,0.0,0.0,0.0,0,997.8,7.3,225,6.0
OPEN_METEO-FORECAST-401817051-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817051,2026-09-23T17:10:00+00:00,Comerica Park,Detroit,Michigan,False,42.33143,-83.04575,2026-09-23T17:00Z,OPEN_METEO_FORECAST,FORECAST,60.2,60.1,85,23,0.0,0.0,0.0,3,1000.2,4.7,329,14.1
OPEN_METEO-FORECAST-401817058-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817058,2026-09-23T19:45:00+00:00,Oracle Park,San Francisco,California,False,37.77493,-122.41942,2026-09-23T20:00Z,OPEN_METEO_FORECAST,FORECAST,78.8,80.4,37,0,0.0,0.0,0.0,0,1008.9,3.8,277,5.6
OPEN_METEO-FORECAST-401817050-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817050,2026-09-23T22:35:00+00:00,Oriole Park at Camden Yards,Baltimore,Maryland,False,39.29038,-76.61219,2026-09-23T23:00Z,OPEN_METEO_FORECAST,FORECAST,62.9,61.9,93,29,0.004,0.004,0.0,51,1022.4,11.2,77,17.4
OPEN_METEO-FORECAST-401817047-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817047,2026-09-23T22:40:00+00:00,Citizens Bank Park,Philadelphia,Pennsylvania,False,39.95238,-75.16362,2026-09-23T23:00Z,OPEN_METEO_FORECAST,FORECAST,63.3,60.7,82,23,0.0,0.0,0.0,3,1024.8,12.3,71,19.2
OPEN_METEO-FORECAST-401817048-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817048,2026-09-23T22:40:00+00:00,PNC Park,Pittsburgh,Pennsylvania,False,40.44062,-79.99589,2026-09-23T23:00Z,OPEN_METEO_FORECAST,FORECAST,60.9,60.4,94,37,0.004,0.0,0.0,51,995.2,8.4,122,25.7
OPEN_METEO-FORECAST-401817046-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817046,2026-09-23T23:00:00+00:00,Fenway Park,Boston,Massachusetts,False,42.35843,-71.05977,2026-09-23T23:00Z,OPEN_METEO_FORECAST,FORECAST,57.8,50.3,71,12,0.0,0.0,0.0,3,1028.6,16.9,67,19.2
OPEN_METEO-FORECAST-401817049-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817049,2026-09-23T23:05:00+00:00,Yankee Stadium,Bronx,New York,False,40.93815,-73.83208,2026-09-23T23:00Z,OPEN_METEO_FORECAST,FORECAST,59.9,54.7,79,21,0.004,0.004,0.0,51,1023.7,14.9,64,19.7
OPEN_METEO-FORECAST-401817045-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817045,2026-09-23T23:15:00+00:00,Truist Park,Atlanta,Georgia,False,33.749,-84.38798,2026-09-23T23:00Z,OPEN_METEO_FORECAST,FORECAST,87.1,90.3,46,12,0.0,0.0,0.0,3,983.0,4.3,118,9.8
OPEN_METEO-FORECAST-401817052-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817052,2026-09-23T23:40:00+00:00,Kauffman Stadium,Kansas City,Missouri,False,39.09973,-94.57857,2026-09-23T23:00Z,OPEN_METEO_FORECAST,FORECAST,67.3,64.0,52,3,0.0,0.0,0.0,3,987.7,7.3,59,11.6
OPEN_METEO-FORECAST-401817053-20260918T001017Z,2026-09-17T17:10:17.756874-07:00,MLB,MLB,401817053,2026-09-23T23:40:00+00:00,Wrigley Field,Chicago,Illinois,False,41.85003,-87.65005,2026-09-23T23:00Z,OPEN_METEO_FORECAST,FORECAST,60.3,56.8,78,3,0.004,0.0,0.0,51,1002.2,10.9,352,11.2
OPEN_METEO-FORECAST-401872945-20260918T003009Z,2026-09-17T17:30:09.198702-07:00,NFL,NFL,401872945,2026-09-21T00:20:00+00:00,Arrowhead Stadium,Kansas City,MO,False,39.09973,-94.57857,2026-09-21T00:00Z,OPEN_METEO_FORECAST,FORECAST,75.2,77.2,75,38,0.0,0.0,0.0,3,978.5,10.4,353,15.9
OPEN_METEO-FORECAST-401817027-20260918T003009Z,2026-09-17T17:30:09.198702-07:00,MLB,MLB,401817027,2026-09-21T22:35:00+00:00,Oriole Park at Camden Yards,Baltimore,Maryland,False,39.29038,-76.61219,2026-09-21T23:00Z,OPEN_METEO_FORECAST,FORECAST,66.8,67.0,82,40,0.004,0.0,0.0,51,1012.6,8.6,37,13.9
OPEN_METEO-FORECAST-401817028-20260918T003009Z,2026-09-17T17:30:09.198702-07:00,MLB,MLB,401817028,2026-09-21T22:40:00+00:00,Comerica Park,Detroit,Michigan,False,42.33143,-83.04575,2026-09-21T23:00Z,OPEN_METEO_FORECAST,FORECAST,63.1,57.3,56,27,0.0,0.0,0.0,3,995.6,12.0,76,23.9
OPEN_METEO-FORECAST-401872948-20260918T003009Z,2026-09-17T17:30:09.198702-07:00,NFL,NFL,401872948,2026-09-25T00:15:00+00:00,Lambeau Field,Green Bay,WI,False,44.51916,-88.01983,2026-09-25T00:00Z,OPEN_METEO_FORECAST,FORECAST,55.0,52.6,69,4,0.0,0.0,0.0,0,1002.7,2.7,114,2.9
OPEN_METEO-FORECAST-401817070-20260918T003009Z,2026-09-17T17:30:09.198702-07:00,MLB,MLB,401817070,2026-09-25T01:40:00+00:00,Sutter Health Park,Sacramento,California,False,38.58157,-121.4944,2026-09-25T02:00Z,OPEN_METEO_FORECAST,FORECAST,86.2,79.5,17,0,0.0,0.0,0.0,3,1005.2,8.4,212,16.3
OPEN_METEO-FORECAST-401817071-20260918T003009Z,2026-09-17T17:30:09.198702-07:00,MLB,MLB,401817071,2026-09-25T02:10:00+00:00,Dodger Stadium,Los Angeles,California,False,34.05223,-118.24368,2026-09-25T02:00Z,OPEN_METEO_FORECAST,FORECAST,74.3,75.3,65,2,0.0,0.0,0.0,2,1001.2,7.4,237,4.9
OPEN_METEO-FORECAST-401869941-20260918T003009Z,2026-09-17T17:30:09.198702-07:00,NCAA_Football,NCAA_Football,401869941,2026-09-24T23:30:00+00:00,Brooks Stadium (SC),Conway,SC,False,35.0887,-92.4421,2026-09-24T23:00Z,OPEN_METEO_FORECAST,FORECAST,75.5,72.4,41,1,0.0,0.0,0.0,3,1009.4,7.6,32,16.8
OPEN_METEO-FORECAST-401817063-20260918T003009Z,2026-09-17T17:30:09.198702-07:00,MLB,MLB,401817063,2026-09-24T16:35:00+00:00,PNC Park,Pittsburgh,Pennsylvania,False,40.44062,-79.99589,2026-09-24T17:00Z,OPEN_METEO_FORECAST,FORECAST,65.8,66.4,72,22,0.0,0.0,0.0,3,992.5,3.5,215,6.5
OPEN_METEO-FORECAST-401817065-20260918T003009Z,2026-09-17T17:30:09.198702-07:00,MLB,MLB,401817065,2026-09-24T18:10:00+00:00,Kauffman Stadium,Kansas City,Missouri,False,39.09973,-94.57857,2026-09-24T18:00Z,OPEN_METEO_FORECAST,FORECAST,69.1,66.2,43,21,0.0,0.0,0.0,3,992.8,4.2,54,3.8
